Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU59,2549.68242817,OUT035
FDU28,3052.56008119,OUT035
NCP30,671.063772542,OUT046
FDB39,960.37437133,OUT018
FDE41,1459.66968516,OUT013
DRH11,129.568768788,OUT010
FDA58,3882.11281807,OUT045
FDU50,1941.05460484,OUT046
FDM34,2008.01358553,OUT013
FDM44,2867.05942279,OUT027
FDR39,3052.56008119,OUT045
FDM25,2855.40748246,OUT045
FDQ49,2513.68035817,OUT049
DRH25,879.037063541,OUT018
FDM09,4240.3026823,OUT027
FDL44,378.753488691,OUT019
NCR42,662.505834432,OUT018
DRL59,876.961871469,OUT046
FDX43,2719.01898181,OUT013
DRK47,574.122551884,OUT010
FDU48,2008.01358553,OUT018
FDY12,756.733075419,OUT045
NCN43,1999.27119589,OUT018
NCM55,3049.64637667,OUT018
FDQ21,2964.77978901,OUT027
FDX13,4017.66635218,OUT035
NCK30,5835.22405874,OUT027
FDG20,2856.68658711,OUT049
DRG27,667.930745519,OUT017
FDY14,3839.39556021,OUT018
FDP59,1579.86629121,OUT035
FDU60,2756.68815412,OUT017
NCC18,417.0584567,OUT019
DRJ39,3705.60144127,OUT017
FDS07,1934.01559365,OUT049
FDM08,5836.7523256,OUT027
FDP51,1991.05342778,OUT045
FDU16,1422.98267392,OUT035
FDH12,1588.83804222,OUT013
DRE48,503.356881149,OUT010
NCL42,5836.7523256,OUT027
FDR21,2888.9413353,OUT045
NCW29,2008.01358553,OUT035
FDO11,4004.64418292,OUT013
NCM31,2027.44645363,OUT049
FDV35,369.49713071,OUT019
FDF58,1014.00992347,OUT017
NCE43,2756.68815412,OUT049
FDA02,2464.32151055,OUT035
DRL37,129.568768788,OUT010
FDR24,1530.76600717,OUT018
FDW59,1427.61402033,OUT049
FDS22,689.456381776,OUT049
FDW24,751.276874541,OUT017
FDU24,1525.48059442,OUT035
FDA21,5200.4351947,OUT027
FDH58,2924.92049395,OUT027
FDW36,1579.86629121,OUT018
FDI45,4430.52098371,OUT027
FDU01,3049.64637667,OUT018
FDF35,2903.16289536,OUT027
FDU43,574.661158601,OUT019
FDE24,366.940644655,OUT019
FDK50,2560.73779349,OUT049
FDG31,1075.98692895,OUT045
FDC60,1486.63952051,OUT045
FDL36,1489.14702906,OUT013
FDP21,3052.56008119,OUT013
FDW16,1488.52906717,OUT045
FDX02,3780.03496357,OUT017
FDQ58,4111.59558674,OUT027
FDT51,1685.80333001,OUT046
FDD59,1338.23591299,OUT049
NCM42,1595.99889973,OUT018
FDA57,668.906653759,OUT018
FDZ48,1718.65130139,OUT035
FDE46,2499.13179068,OUT045
NCZ30,279.515014456,OUT019
FDB56,3052.56008119,OUT017
FDA25,2867.05942279,OUT027
FDD20,2002.50192574,OUT013
FDL25,1519.45634019,OUT013
NCO18,2886.45490582,OUT049
FDJ45,662.505834432,OUT017
FDR12,2782.41041864,OUT035
NCF19,129.568768788,OUT010
FDK25,2678.72671386,OUT046
NCR17,1934.01559365,OUT046
FDC52,2495.81916963,OUT046
NCA54,3009.17919095,OUT017
FDR45,573.377699027,OUT010
NCM19,1934.01559365,OUT049
FDF39,5836.7523256,OUT027
FDX23,1529.83011457,OUT049
FDD58,2854.08503081,OUT027
FDX28,1563.30738297,OUT013
NCD31,2559.68864626,OUT013
FDU57,2493.35052378,OUT018
FDI27,748.186466712,OUT046
NCM42,1593.63115409,OUT046
FDD32,2237.95292681,OUT027
FDI34,3791.38148187,OUT013
NCM29,2008.01358553,OUT049
FDG46,1855.77009783,OUT018
DRC01,129.568768788,OUT010
FDB15,5835.22405874,OUT027
NCA17,4071.21490444,OUT027
FDF10,2494.92727313,OUT046
FDR26,4769.55133213,OUT027
FDI02,1718.65130139,OUT049
NCM54,276.241258869,OUT010
FDF14,2495.81916963,OUT013
FDJ33,271.187586162,OUT010
FDM20,3940.12595081,OUT035
FDC03,5753.03250652,OUT027
NCX05,1947.35474514,OUT046
NCM41,2794.23265522,OUT027
NCU29,372.243581907,OUT010
FDQ59,1422.98267392,OUT017
FDH46,236.620545749,OUT010
FDH09,763.292865539,OUT013
NCD06,748.186466712,OUT045
FDC15,2509.64609702,OUT035
DRD37,1025.00922651,OUT027
FDT28,4071.21490444,OUT027
FDR28,4221.03741843,OUT027
FDT38,1454.424377,OUT017
FDV34,1426.36977512,OUT027
FDY52,1051.72432569,OUT035
FDB34,1457.87490314,OUT013
DRL23,1579.86629121,OUT018
DRB24,2508.36699236,OUT046
FDJ50,906.874280963,OUT046
FDQ49,2509.64609702,OUT035
FDP20,1999.27119589,OUT035
FDV19,4210.75661791,OUT027
NCR54,3052.56008119,OUT045
FDO09,575.335000029,OUT010
FDS57,2110.86880256,OUT018
FDN10,1947.35474514,OUT049
FDV23,2008.01358553,OUT049
FDY28,3695.84659721,OUT049
DRG51,2556.94204917,OUT013
FDD45,233.302622476,OUT019
NCL18,5722.54142366,OUT027
NCM29,2008.01358553,OUT013
FDF17,5756.04064299,OUT027
FDE22,2553.12047137,OUT017
FDQ22,663.07846424,OUT017
FDS01,2964.42380097,OUT013
FDW35,974.102773855,OUT027
FDJ33,1999.27119589,OUT046
NCF54,2856.68658711,OUT035
FDE09,1629.30207988,OUT013
NCE06,2553.12047137,OUT045
DRH49,1351.57221419,OUT049
FDY43,2782.41041864,OUT045
NCT05,4026.55928836,OUT017
FDZ34,3052.56008119,OUT045
FDL38,1465.89192874,OUT017
FDZ31,3052.56008119,OUT017
FDR14,911.76616521,OUT035
NCN54,1337.90695595,OUT049
NCC42,2974.56012237,OUT027
FDK08,1537.05923543,OUT017
FDP59,1582.22306857,OUT013
FDV22,2528.49740197,OUT035
FDD33,3845.67478899,OUT035
DRE60,5835.22405874,OUT027
FDK52,3803.44876014,OUT046
FDA02,2494.92727313,OUT017
FDM56,1598.53339169,OUT049
FDE57,2030.114711,OUT035
FDM32,1480.59592268,OUT045
NCQ30,2960.62152296,OUT027
FDQ27,2867.05942279,OUT027
FDT60,2970.52478064,OUT027
FDU43,3908.02478123,OUT049
NCO55,1588.83804222,OUT035
FDG02,3052.56008119,OUT045
FDJ28,3052.56008119,OUT013
FDP40,1718.65130139,OUT045
FDJ38,3052.56008119,OUT045
NCC54,3894.19048769,OUT017
NCZ41,2008.01358553,OUT046
FDK38,372.103946219,OUT019
FDU52,2508.36699236,OUT013
FDC40,1230.93751014,OUT046
NCR30,1123.85556137,OUT017
NCN18,1718.65130139,OUT017
FDB50,1333.61932414,OUT035
FDG04,3052.56008119,OUT013
FDR26,2886.45490582,OUT035
NCT17,3049.64637667,OUT018
FDX35,5836.7523256,OUT027
FDS12,2008.01358553,OUT046
NCZ29,2970.52478064,OUT027
FDB38,380.285933846,OUT010
FDP12,662.505834432,OUT013
FDP22,801.071936499,OUT046
FDS26,3835.58714709,OUT018
FDR52,3052.56008119,OUT046
DRJ13,2553.57492324,OUT046
FDU48,2974.56012237,OUT027
FDE29,1004.2422703,OUT035
NCT29,1999.27119589,OUT049
DRK37,3049.64637667,OUT018
FDK55,1468.64401141,OUT046
FDR07,1527.16192082,OUT046
FDO21,5835.22405874,OUT027
FDK46,4071.25217904,OUT049
FDB12,1579.86629121,OUT045
FDT31,5206.05436704,OUT027
FDJ33,1999.27119589,OUT045
FDC26,2912.89870334,OUT027
NCQ02,3052.56008119,OUT045
FDP08,508.287922767,OUT010
FDB11,5835.22405874,OUT027
FDV55,2494.92727313,OUT013
FDW20,1999.27119589,OUT049
NCJ18,277.503741869,OUT019
FDC41,1253.66470277,OUT018
FDE14,2867.05942279,OUT027
FDG35,2856.68658711,OUT013
FDF45,914.917403863,OUT035
FDS19,2011.34285121,OUT027
FDS58,379.583539912,OUT019
FDA26,3742.69837877,OUT017
FDM32,1473.82672884,OUT049
FDL45,2008.01358553,OUT046
FDZ55,2549.68242817,OUT049
FDY37,2030.114711,OUT049
FDO46,3052.56008119,OUT046
FDQ60,1988.33723646,OUT046
FDA19,2008.01358553,OUT018
FDL15,2509.64609702,OUT046
FDM10,3471.33137325,OUT018
NCL05,673.683798531,OUT017
DRK49,129.568768788,OUT010
NCE18,5836.7523256,OUT027
FDG40,662.505834432,OUT049
DRI59,3769.96213061,OUT045
FDK28,4031.17775391,OUT035
NCD06,129.568768788,OUT019
FDO11,575.271364313,OUT019
FDK27,1975.23320756,OUT046
FDT43,1050.48606518,OUT027
FDD38,1577.43740316,OUT018
FDA16,3755.16503194,OUT049
FDL14,4111.59558674,OUT027
NCM17,677.78473827,OUT049
FDD20,1999.27119589,OUT045
FDA40,1473.67914994,OUT045
FDL43,1330.43828771,OUT045
FDV15,1579.86629121,OUT045
FDE52,1484.74545028,OUT046
NCL17,364.819142301,OUT010
NCJ31,3887.22226612,OUT045
FDR60,1330.76724475,OUT045
NCA18,1941.05460484,OUT035
FDS21,1345.09678291,OUT027
FDW09,1330.21078479,OUT035
FDL26,2509.64609702,OUT035
FDS47,1526.58285152,OUT018
FDC39,3408.26192385,OUT046
FDT51,1690.66380935,OUT035
FDK40,4085.26653694,OUT035
NCG19,3854.75122458,OUT045
FDZ07,1031.15601104,OUT046
FDF08,2670.36191785,OUT027
FDO04,914.123375239,OUT013
FDK41,1487.09359822,OUT018
FDP15,4036.31005986,OUT049
NCD43,1579.86629121,OUT018
NCP18,2494.92727313,OUT013
FDZ51,1519.45634019,OUT046
DRH13,1595.99889973,OUT035
FDF38,668.906653759,OUT045
NCI43,750.161284726,OUT045
FDM38,1193.9565756,OUT027
FDS03,1091.49191569,OUT013
DRJ47,2854.11458949,OUT017
FDT50,229.913807313,OUT010
FDV02,2856.68658711,OUT046
NCG18,1579.86629121,OUT017
FDW52,2566.87080698,OUT046
FDS40,662.505834432,OUT035
FDN31,3052.56008119,OUT017
FDA37,1999.27119589,OUT045
FDA15,4005.10821843,OUT046
FDL39,3006.93751171,OUT046
FDJ53,1999.27119589,OUT045
FDX22,3679.96511282,OUT013
NCZ42,3896.33820991,OUT045
FDD56,4453.96283856,OUT027
FDD40,3052.56008119,OUT017
FDS50,3737.29042398,OUT013
NCN14,3052.56008119,OUT013
FDT15,3052.56008119,OUT013
NCS18,2891.85373398,OUT027
NCO26,269.146264791,OUT010
FDF58,1083.22513232,OUT018
NCB19,1462.52176455,OUT013
FDH26,2027.44645363,OUT017
DRB24,4096.47997719,OUT027
FDA49,1510.62542727,OUT018
FDB32,1525.48059442,OUT045
FDI36,3052.56008119,OUT017
NCA17,366.428551339,OUT010
FDH22,2002.50192574,OUT013
NCM26,2504.76704377,OUT018
FDT15,5198.90692784,OUT027
FDB16,1512.51320735,OUT018
NCP54,2964.77978901,OUT027
FDJ36,1579.86629121,OUT013
FDO28,1988.33723646,OUT045
FDU09,910.838090774,OUT013
FDF29,2008.01358553,OUT017
FDY08,2024.96160472,OUT013
DRJ59,662.505834432,OUT018
FDT23,2027.18346415,OUT027
FDU15,663.07846424,OUT018
FDT47,1529.83011457,OUT013
FDI53,385.747197769,OUT019
FDR59,3847.15089627,OUT018
FDD53,668.906653759,OUT035
FDY51,3734.25076685,OUT017
FDT04,664.546568551,OUT049
FDU51,2886.45490582,OUT049
FDG14,2495.81916963,OUT035
NCU06,3804.72155636,OUT045
DRG25,3052.56008119,OUT046
DRH49,1422.25216768,OUT035
FDN15,2008.01358553,OUT035
FDL43,1319.20211866,OUT018
NCT18,3052.56008119,OUT049
NCB31,4032.24996957,OUT013
FDK57,1972.7890398,OUT035
FDY04,379.932167201,OUT019
NCP54,1999.27119589,OUT046
FDF41,3886.99899062,OUT013
FDM01,1579.86629121,OUT045
FDW03,1579.86629121,OUT045
FDF28,1999.27119589,OUT045
FDY37,2030.114711,OUT017
FDQ03,3894.32630654,OUT017
FDP51,2932.12935065,OUT027
FDJ40,1688.09930992,OUT017
FDC32,1519.45634019,OUT049
DRI49,2290.30975576,OUT027
NCW54,911.76616521,OUT017
FDF09,663.07846424,OUT017
FDP45,3803.50864615,OUT018
DRJ23,3049.64637667,OUT018
FDS59,1692.691172,OUT017
FDY08,2008.01358553,OUT046
FDX16,2494.92727313,OUT049
FDY16,3049.64637667,OUT018
FDK32,2504.39584198,OUT035
FDQ22,667.350564296,OUT013
NCC31,2509.93260767,OUT018
FDG58,2508.36699236,OUT049
DRF48,3052.56008119,OUT013
DRH36,1132.66434764,OUT049
NCR30,1156.66112148,OUT035
FDB03,575.890861005,OUT019
FDZ28,2970.52478064,OUT027
FDR35,3062.55423688,OUT017
DRD15,5835.22405874,OUT027
FDJ33,278.256124893,OUT019
FDA56,271.187586162,OUT010
FDP56,748.98492938,OUT046
NCT30,748.98492938,OUT046
FDK15,1558.6323658,OUT017
FDH44,2492.45862729,OUT018
FDV01,2509.64609702,OUT013
DRG03,2499.13179068,OUT017
FDG50,2696.39617501,OUT027
FDR16,574.52000878,OUT010
FDZ60,1593.63115409,OUT046
DRG03,2509.64609702,OUT045
FDS56,3842.782099,OUT018
FDU33,742.985313115,OUT045
DRD27,1534.68300074,OUT035
FDW22,3745.55623969,OUT046
DRA24,2562.01689814,OUT045
FDF38,665.777112949,OUT049
FDX48,2509.64609702,OUT013
FDS58,2544.30007781,OUT018
FDC32,1519.45634019,OUT046
NCQ29,4047.86475871,OUT045
DRK39,1484.24151883,OUT018
NCS38,1936.18614358,OUT017
DRO47,1718.65130139,OUT013
DRG27,973.773072495,OUT027
FDC57,5698.69462365,OUT027
FDS55,2493.64816848,OUT046
NCJ06,1988.33723646,OUT018
FDO01,280.546141989,OUT019
NCM55,3052.56008119,OUT045
FDC52,2495.81916963,OUT049
FDQ15,1342.33115623,OUT045
NCT30,1045.43061022,OUT027
NCR42,962.924809755,OUT027
FDD28,914.917403863,OUT035
FDQ34,1579.86629121,OUT049
FDZ12,3013.07371254,OUT027
DRE13,204.706216971,OUT019
NCN07,280.810349179,OUT019
FDM28,3006.93751171,OUT035
FDI10,2852.83548484,OUT017
FDQ25,2788.8115763,OUT013
FDA38,573.933560002,OUT010
DRI13,3689.70452063,OUT049
FDY20,2696.39617501,OUT027
NCZ53,3052.56008119,OUT035
NCM31,2463.0424059,OUT013
DRB01,3052.56008119,OUT017
DRF37,4067.49806838,OUT046
NCF42,2886.45490582,OUT049
FDF16,2491.17952263,OUT018
FDB41,748.98492938,OUT013
FDR34,3788.38090483,OUT013
FDR15,2505.89834652,OUT018
NCV42,271.996064554,OUT019
FDW51,3680.72284908,OUT035
FDU36,1529.83011457,OUT017
FDX60,1382.69348652,OUT049
FDY03,1929.35081673,OUT035
FDW55,3963.63408611,OUT045
FDT01,571.665176764,OUT010
FDG58,2508.36699236,OUT013
FDK21,4009.21876662,OUT017
NCS41,454.332944593,OUT019
FDS10,3031.78327906,OUT045
NCT53,2565.59170232,OUT046
FDJ28,3049.64637667,OUT018
FDX44,1466.74994117,OUT045
FDT20,665.777112949,OUT018
FDO44,1629.30207988,OUT017
NCX17,3845.2811591,OUT049
FDY01,1947.35474514,OUT017
FDJ12,5835.22405874,OUT027
DRK35,662.505834432,OUT018
FDD47,388.498500115,OUT019
NCM53,1588.83804222,OUT035
FDO45,1465.54735789,OUT013
NCM42,251.236329488,OUT010
FDE04,2964.42380097,OUT046
NCI30,5835.22405874,OUT027
FDZ19,2855.40748246,OUT013
FDW57,2887.66223064,OUT013
FDA25,1579.86629121,OUT013
FDT22,953.04572269,OUT046
FDP51,1972.7890398,OUT013
FDD48,2922.05004073,OUT027
FDY39,3052.56008119,OUT035
FDO48,575.701869124,OUT010
FDD23,5200.4351947,OUT027
DRN35,962.924809755,OUT027
FDT01,3702.46178069,OUT035
FDC20,129.568768788,OUT010
DRJ35,1031.9944877,OUT035
FDB32,1521.48857745,OUT046
FDL24,2855.40748246,OUT046
NCV42,1806.48030287,OUT035
FDZ46,1598.53339169,OUT046
FDC15,2509.64609702,OUT013
FDD08,129.568768788,OUT019
FDY50,1482.41215161,OUT049
FDD36,1972.7890398,OUT013
FDG57,1045.43061022,OUT027
FDL21,670.339751151,OUT018
FDN16,2867.05942279,OUT027
FDJ09,1044.63214755,OUT027
FDS01,429.430826105,OUT010
FDV33,4061.44972389,OUT017
DRE12,1934.01559365,OUT017
FDR07,1529.83011457,OUT013
FDP48,460.899733036,OUT010
NCB55,914.917403863,OUT035
FDQ08,992.049176207,OUT013
FDR34,3814.98325948,OUT035
FDO33,1718.65130139,OUT046
FDP13,665.44741159,OUT045
FDX12,3904.14342447,OUT049
NCT06,2627.54494144,OUT049
FDR16,573.648802264,OUT019
FDE36,2565.59170232,OUT046
FDZ36,3052.56008119,OUT049
FDV13,1470.99688365,OUT045
NCZ17,662.176133072,OUT035
FDU56,3052.56008119,OUT045
FDM09,2834.96803333,OUT035
FDV02,2856.68658711,OUT017
FDS34,1855.77009783,OUT018
FDA11,1525.48059442,OUT049
FDP09,3689.74186489,OUT017
FDB29,2918.05078555,OUT027
FDT19,2855.40748246,OUT017
DRH15,687.119926883,OUT017
FDY38,3798.70123625,OUT046
FDF14,4078.89852739,OUT027
FDN48,225.318226277,OUT010
FDQ12,3801.83939633,OUT013
NCJ43,2855.40748246,OUT045
FDE17,367.009148677,OUT019
FDB05,3992.34049774,OUT035
FDH10,3052.56008119,OUT045
NCR06,668.906653759,OUT017
FDU32,1999.27119589,OUT018
FDD56,2856.68658711,OUT049
FDO36,3003.79684059,OUT018
FDH16,223.962930695,OUT010
FDX10,662.176133072,OUT018
FDZ37,1470.99688365,OUT017
FDU31,575.271364313,OUT010
DRC49,2030.114711,OUT049
FDL15,2499.13179068,OUT045
FDN32,488.82833907,OUT019
DRH59,1408.59037491,OUT027
NCU29,2493.64816848,OUT049
FDR37,460.496818315,OUT019
FDS14,2519.09252475,OUT018
FDU02,5835.22405874,OUT027
FDJ08,3052.56008119,OUT035
NCZ06,4008.44856152,OUT045
FDO31,1404.51710685,OUT049
FDH31,1566.02879453,OUT018
FDS58,2549.68242817,OUT017
NCA53,1045.43061022,OUT027
FDF50,3052.56008119,OUT046
NCW42,3740.99446189,OUT049
NCQ17,2512.40125351,OUT045
FDK51,3873.56032921,OUT018
NCW41,374.965239877,OUT010
NCR29,910.118204032,OUT017
FDB08,379.233141578,OUT019
FDA40,2512.62995223,OUT027
FDL14,2527.19896349,OUT018
FDB47,3594.54975438,OUT046
FDO03,3805.06134067,OUT035
DRK13,513.961966572,OUT019
FDX13,573.821728863,OUT010
FDF52,3052.56008119,OUT046
FDT11,3052.56008119,OUT013
FDB08,2549.68242817,OUT013
FDQ28,2507.17745117,OUT018
FDD29,4017.80747377,OUT045
NCQ29,5836.7523256,OUT027
NCO02,1089.37034255,OUT013
FDR56,509.610756254,OUT010
NCM54,2002.50192574,OUT049
FDP51,1947.35474514,OUT035
FDT38,1448.11928135,OUT013
FDZ20,3805.81740009,OUT018
FDJ53,1991.05342778,OUT013
FDX13,3997.72748515,OUT049
FDP58,3740.6103147,OUT035
NCK31,129.568768788,OUT019
FDA35,1999.27119589,OUT018
FDV37,3059.64864443,OUT018
NCO07,5835.22405874,OUT027
FDA20,3052.56008119,OUT045
FDZ59,2719.01898181,OUT035
NCY17,691.521002832,OUT017
FDQ28,2507.23568961,OUT035
FDV35,2509.64609702,OUT017
FDQ36,662.176133072,OUT013
FDD34,2555.35544313,OUT018
FDK51,4063.36702288,OUT045
FDV31,2855.40748246,OUT035
FDR04,1527.16192082,OUT035
FDR14,928.2728619,OUT049
DRC36,423.671457861,OUT010
FDE39,279.515014456,OUT019
FDP57,1579.86629121,OUT049
FDE57,2027.44645363,OUT046
NCN18,1713.71431256,OUT046
NCQ05,2492.45862729,OUT018
FDW47,1988.33723646,OUT035
FDV46,2008.01358553,OUT035
NCP29,1066.92895949,OUT045
FDE09,1678.5484843,OUT018
NCU06,5835.22405874,OUT027
FDT19,419.545150241,OUT010
DRF15,2497.09827428,OUT017
DRI51,2782.41041864,OUT013
NCX54,1579.86629121,OUT013
DRE01,3890.78597201,OUT013
NCB07,3052.56008119,OUT045
FDU50,1934.01559365,OUT035
FDG40,662.505834432,OUT035
FDW10,2851.30423675,OUT018
FDX51,3052.56008119,OUT013
NCP17,1078.99316337,OUT045
FDP21,3052.56008119,OUT035
FDL04,1579.86629121,OUT045
FDV23,1999.27119589,OUT013
FDF24,1392.67090753,OUT046
FDH56,2918.05078555,OUT027
FDB51,1030.51662016,OUT049
FDI58,2825.25526918,OUT027
FDR20,748.98492938,OUT013
FDC51,1999.27119589,OUT018
FDB16,2512.62995223,OUT027
FDE40,1021.47947323,OUT049
NCM17,677.78473827,OUT035
FDU56,3052.56008119,OUT035
FDS32,284.092872751,OUT019
FDX02,3770.56489809,OUT049
FDT39,4088.83530694,OUT027
FDE35,914.917403863,OUT017
NCI42,562.664860232,OUT019
DRL23,1582.22306857,OUT046
FDA10,1999.27119589,OUT046
FDA11,1525.48059442,OUT013
NCM06,2508.36699236,OUT046
NCT05,4045.46216491,OUT035
NCQ02,484.706434638,OUT010
NCY06,2008.01358553,OUT049
FDY56,3776.07702088,OUT035
FDL02,1579.86629121,OUT035
NCI06,2906.55750315,OUT035
FDQ14,2493.64816848,OUT045
FDQ12,3791.76764362,OUT017
FDP36,748.98492938,OUT046
FDK21,5835.22405874,OUT027
FDO40,2494.92727313,OUT045
NCK54,276.898265119,OUT019
FDY09,2878.8214741,OUT018
NCW30,4049.52816012,OUT049
NCC55,962.924809755,OUT027
FDE58,1947.35474514,OUT018
FDR39,3052.56008119,OUT013
FDU28,3052.56008119,OUT049
FDH08,3791.33736132,OUT017
FDG35,2856.68658711,OUT045
FDG22,662.505834432,OUT049
FDC34,2520.84925816,OUT035
FDP15,3831.58521472,OUT018
FDK34,573.808203838,OUT010
FDU45,1941.05460484,OUT035
FDQ04,968.349720842,OUT027
FDX22,3462.56981814,OUT018
FDB45,1579.86629121,OUT017
NCH43,5835.22405874,OUT027
DRE60,3750.92753478,OUT046
FDD17,5836.7523256,OUT027
NCM54,2008.01358553,OUT017
NCH55,2008.01358553,OUT013
NCT06,2566.87080698,OUT017
FDA48,5836.7523256,OUT027
FDY58,5835.22405874,OUT027
FDO25,3678.84275468,OUT045
FDN50,1525.48059442,OUT045
FDH35,2566.87080698,OUT035
FDK09,3782.12119342,OUT045
FDO16,1428.06015138,OUT013
FDW11,1078.26265713,OUT045
FDU47,2974.56012237,OUT027
NCQ42,276.241258869,OUT010
FDK55,2696.39617501,OUT027
FDN08,1944.2245564,OUT049
FDT57,3878.31969831,OUT045
FDJ12,3408.7108362,OUT018
DRL59,813.780259733,OUT017
NCN53,662.505834432,OUT046
FDO51,129.568768788,OUT010
FDK56,3052.56008119,OUT017
FDY12,845.572386212,OUT035
FDU15,662.505834432,OUT035
FDQ19,3918.74378246,OUT046
DRF15,2509.64609702,OUT045
DRE25,232.570775352,OUT019
FDK57,1972.7890398,OUT018
FDD33,573.244907767,OUT010
FDR34,5835.22405874,OUT027
FDU04,1999.27119589,OUT045
FDE35,129.9632957,OUT019
NCD31,2562.01689814,OUT035
FDJ56,1558.6323658,OUT035
NCU53,2565.59170232,OUT046
FDD39,3693.56914194,OUT035
NCU17,245.582774862,OUT019
FDJ20,1999.27119589,OUT046
NCW41,2526.02875613,OUT018
FDL52,664.87626991,OUT035
FDS39,2030.114711,OUT035
DRJ47,2856.68658711,OUT045
FDP13,129.568768788,OUT010
DRK39,191.860545538,OUT010
FDF28,274.229986282,OUT010
FDB09,2008.01358553,OUT045
FDM51,1537.05923543,OUT046
DRM49,726.049701815,OUT018
DRF23,2855.40748246,OUT013
DRH01,2856.68658711,OUT035
FDH12,2883.61696941,OUT027
FDA28,280.901446132,OUT019
FDW37,1526.58285152,OUT018
FDF02,1579.86629121,OUT046
DRL37,675.286318768,OUT046
NCF43,2030.114711,OUT046
FDH08,573.933560002,OUT010
FDR34,575.146008148,OUT019
NCK19,3052.56008119,OUT049
NCD55,673.683798531,OUT018
FDT27,3810.58326349,OUT049
FDQ57,2493.64816848,OUT045
FDA47,2555.66294452,OUT035
DRG15,1342.80116348,OUT027
FDE05,2491.17952263,OUT018
FDN46,1563.30738297,OUT046
FDX27,2809.75855739,OUT027
FDT51,1678.5484843,OUT045
FDU33,689.126680417,OUT013
FDJ16,1227.4313511,OUT027
FDD20,279.515014456,OUT019
FDT36,662.176133072,OUT049
DRF15,4078.89852739,OUT027
FDN52,205.770404293,OUT010
FDC22,5700.22289051,OUT027
FDX15,2550.96153283,OUT045
FDT13,3052.56008119,OUT013
FDU04,1999.27119589,OUT017
FDU31,574.886877875,OUT019
FDW59,2469.24414301,OUT027
NCO29,2565.59170232,OUT046
FDL15,2497.09827428,OUT035
FDI41,2494.92727313,OUT049
FDQ48,1534.68300074,OUT049
DRI39,914.123375239,OUT013
FDI08,4010.37830299,OUT013
FDC21,1666.34874,OUT049
FDF58,1041.17063181,OUT035
FDS08,431.311729123,OUT010
FDE47,1999.27119589,OUT045
NCP18,368.068238079,OUT019
NCR41,1529.83011457,OUT013
FDA27,4024.70568315,OUT013
FDA43,3052.56008119,OUT035
FDA49,1462.49284089,OUT045
NCE55,2882.27988028,OUT018
DRM49,1044.63214755,OUT027
FDF22,5835.22405874,OUT027
FDQ15,1424.7511473,OUT018
NCS54,2856.68658711,OUT017
NCY05,662.505834432,OUT013
FDR45,3910.39532539,OUT046
FDK57,1999.27119589,OUT049
FDF41,574.122551884,OUT010
FDV21,2008.01358553,OUT046
FDD51,744.867116718,OUT046
FDF33,1598.53339169,OUT046
FDA38,3878.26033101,OUT046
FDR56,3052.56008119,OUT045
NCN41,1999.27119589,OUT017
FDC60,2619.35529336,OUT027
FDB47,3604.33809792,OUT045
DRH01,2856.68658711,OUT013
FDW08,1579.86629121,OUT046
FDF38,966.196088273,OUT027
FDY32,2560.73779349,OUT017
FDG34,1598.53339169,OUT049
FDG47,573.800768743,OUT019
NCF18,3052.56008119,OUT035
FDL39,449.465585872,OUT019
NCH55,2008.01358553,OUT035
DRJ35,1021.53891251,OUT049
FDS44,3894.78065225,OUT035
DRE01,3683.91631517,OUT018
FDY39,3052.56008119,OUT013
FDY32,2547.73812101,OUT018
FDR33,2918.05078555,OUT027
NCP50,1383.42399276,OUT049
FDZ47,1538.66613442,OUT018
FDU57,2495.81916963,OUT049
FDY44,3052.56008119,OUT013
DRH59,1217.26597438,OUT018
FDB03,5835.22405874,OUT027
FDY46,3052.56008119,OUT045
FDM39,2885.17580116,OUT045
FDY36,1132.55666516,OUT035
NCM55,3052.56008119,OUT035
FDJ50,129.568768788,OUT010
DRL60,2495.81916963,OUT013
NCJ54,3826.82635832,OUT049
FDX59,662.505834432,OUT017
FDI07,3120.74288183,OUT013
DRF51,129.568768788,OUT010
FDM14,1598.53339169,OUT017
FDP21,3052.56008119,OUT045
FDE40,1078.0044014,OUT035
FDE05,2493.64816848,OUT035
FDM13,2974.56012237,OUT027
FDC34,4140.67050722,OUT027
NCI55,1999.27119589,OUT018
NCE43,2746.68714618,OUT018
FDW58,1591.27057092,OUT018
FDG60,3866.31497377,OUT045
FDV31,2855.40748246,OUT017
FDR47,3052.56008119,OUT013
FDM60,129.568768788,OUT019
NCF06,3841.98070701,OUT018
NCN26,2924.92049395,OUT027
FDQ59,1459.78622966,OUT049
FDF09,662.505834432,OUT046
NCS06,4061.44972389,OUT017
FDT44,1950.17252899,OUT046
FDI19,3938.03154659,OUT017
FDT22,990.320210019,OUT017
NCF54,4240.3026823,OUT027
DRG25,3052.56008119,OUT045
FDB59,3052.56008119,OUT017
FDQ37,3052.56008119,OUT017
FDP56,748.98492938,OUT035
FDW44,2855.40748246,OUT035
FDJ26,575.394543427,OUT010
FDU43,3669.69916243,OUT018
FDW33,1579.86629121,OUT045
NCX53,3175.7276299,OUT027
FDN56,372.243581907,OUT010
DRF15,2497.09827428,OUT049
FDO33,1938.75514632,OUT017
FDZ39,237.255346568,OUT010
NCJ19,911.76616521,OUT017
